product_image_link,product_name,product_url,product_price
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb8b58e68ce6.jpg",Annabelle,https://www.glassesshop.com/eyeglasses/fp2086?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201810/5bbc50f6605c9.jpg",Ezekiel,https://www.glassesshop.com/eyeglasses/fz1277?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60bdd9b1b06df.jpg",Averies,https://www.glassesshop.com/eyeglasses/fp1828?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201904/5cb69b5102348.jpg",Tacab,https://www.glassesshop.com/eyeglasses/fp1831?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202103/604580ab73609.jpg",Galveston,https://www.glassesshop.com/eyeglasses/sup1101?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202106/60bdd2c3ab5ea.jpg",Orleans,https://www.glassesshop.com/eyeglasses/ft0458?page=2,$49.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202112/61adc0828c9a3.jpg",Richfield,https://www.glassesshop.com/eyeglasses/rm0307?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201711/59fd64946717c.jpg",Tiffen,https://www.glassesshop.com/eyeglasses/fp1443?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201801/5a65815f91df3.jpg",Adam,https://www.glassesshop.com/eyeglasses/fp1543?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201707/5965e641eae52.jpg",Lambert,https://www.glassesshop.com/eyeglasses/fm1089?page=2,$39.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202011/5fbf2aaec33c1.jpg",Attis,https://www.glassesshop.com/eyeglasses/fm1394?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201805/5b0fae276f84e.jpg",Enoch,https://www.glassesshop.com/eyeglasses/fz1158?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201909/5d8d7514a11ba.jpg",Dinas,https://www.glassesshop.com/eyeglasses/fp1947?page=2,$12.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202101/5ff2c61c440c2.jpg",Ardmore,https://www.glassesshop.com/eyeglasses/fm1558?page=2,$9.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201707/5965e6a2a90a4.jpg",Matthew,https://www.glassesshop.com/eyeglasses/sm0753?page=2,$39.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg",Marlowe,https://www.glassesshop.com/eyeglasses/sup0711?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202105/60b58487603f5.jpg",Watertown,https://www.glassesshop.com/eyeglasses/fp1804?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202109/614a99be42322.jpg",Fitchburg,https://www.glassesshop.com/eyeglasses/fp2383?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202009/5f5f30c675b8a.jpg",Stephen,https://www.glassesshop.com/eyeglasses/sm0897?page=2,$12.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202107/60f925983a13f.jpg",Darcy,https://www.glassesshop.com/eyeglasses/sm0787?page=2,$19.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201611/582e6147edb26.jpg",Hayden,https://www.glassesshop.com/eyeglasses/fp1237?page=2,$24.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202111/618e2eeef0977.jpg",Lina,https://www.glassesshop.com/eyeglasses/fz1804?page=2,$29.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/202005/5eb91371dbe05.jpg",Edgar,https://www.glassesshop.com/eyeglasses/fm1452?page=2,$35.95
"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,w_800,h_400,c_pad/products/201710/59e4597b52b63.jpg",Kelowna,https://www.glassesshop.com/eyeglasses/fp1409?page=2,$19.95
